x,y,label
1.0532582845035037,0.9885076854609592,0
1.0206029445455747,-0.11130137870611691,1
0.016692080198994503,1.0313908260406235,1
0.062352221624794375,1.004376107857017,1
1.022510443864761,1.0096294836895092,0
0.04795671519606028,0.007406256699357754,0
0.9875953290592776,0.9026064894357144,0
0.04457531907119168,0.9765390424471363,1
-0.004915609020745927,-0.03743077737036275,0
0.9777002111285583,0.03756674976785951,1
0.009706777643271783,1.00807320715496,1
1.026183206103468,-0.0020475379043065683,1
0.9793162216831909,0.9601189268939895,0
-0.04465880071538978,1.003237084038931,1
0.05848431748179896,-0.08240562837990616,0
0.9384482701702143,-0.017915807388644744,1
1.0092997823671495,1.0273020562745794,0
0.9835344334724607,0.05114112331366887,1
1.101133028272256,0.9900546088913816,0
0.03606362882371182,0.02009977355607473,0
0.07242139656501825,0.9477709230976905,1
-0.013059979923127369,0.9462929684249025,1
1.0415529840743765,1.0874791858789703,0
0.9250735608945879,0.03682460472219825,1
-0.00689712830201743,-0.03511433671685487,0
1.0338464259034013,0.9656193623667205,0
-0.008355769334991124,0.023464927647287907,0
1.0394534075128496,1.0085413560534178,0
0.9719462229497129,-0.021488920955013535,1
0.9893512597598552,1.0013045818677344,0
0.9820504786931351,-0.026897921551463852,1
0.9945422102441587,0.9952378324890077,0
1.0876279891587894,0.9241455630843562,0
-0.004818582871540298,0.9506751705821429,1
0.020517192816720355,-0.011923713404108627,0
0.064677983954292,1.020109635279996,1
-0.0074631597404586515,0.9977270207645661,1
1.0448567083294265,1.0163560215174732,0
0.05630160000964914,1.005164063188429,1
0.007636619386698641,0.08401020545915369,0
1.0651060301259563,1.013520467862979,0
0.9956003403934557,0.0003419578174409877,1
0.012761563842283942,-0.009974815019096403,0
0.0016885498686237132,0.02331260854863289,0
1.020127392537413,1.0517290353012905,0
0.004872850839657477,0.045179356316476786,0
-0.015011398003604568,-0.025549216298168895,0
-0.035091260756727534,0.965288511085083,1
-0.029886331750033506,0.06769818404110986,0
1.0347554462802346,1.0300164655946003,0
1.0464135427997507,1.014779708655029,0
-0.021830966719302708,0.9920464854844442,1
1.0099519664555108,0.9881343539051655,0
1.000874513465062,-0.018746952651115655,1
0.9591245622143476,0.03178112958404329,1
0.004248908961408712,0.9389727873508257,1
1.016139665671632,1.0237431409294826,0
0.00243000783198027,1.0084449902003088,1
0.9709761152346229,-0.034710747104943616,1
1.0320744412748537,1.0018626919369658,0
0.007462455639531372,0.016402065888330254,0
-0.026826491451561223,0.015102551452836777,0
0.96264341377494,-0.02132081304334397,1
0.02474156523145173,0.9822731227719745,1
0.9821148574085601,1.04898030819222,0
-0.0576350409716736,1.0492901228331375,1
0.0453507776934175,-0.043995650692561235,0
-0.02249221724076359,1.0781951230003615,1
1.0247194213568134,-0.007367053026149813,1
0.01954072586149988,-0.003022868520842229,0
0.003817003487650308,1.0368580027463805,1
0.011059972192887346,0.9706691358441875,1
1.040405087093389,0.036800717329910526,1
0.01262539788966421,-0.08088804863296012,0
-0.027666430069012364,-0.015870141074239095,0
0.9717663797039087,0.047707442710187745,1
1.024092771211825,1.0168112881458824,0
1.0062505540108033,-0.00760884100339446,1
-0.04469241394541111,0.009376627912683686,0
-0.04878977587916131,1.0979747459624558,1
-0.03821701049494757,1.0234364172441046,1
-0.003380321096185192,0.9881055246890599,1
-0.02112687009053823,-0.04291874488624682,0
0.992197706364964,0.03221573696928726,1
0.016939774162564515,0.0030936027339423765,0
0.00793198880507079,0.004760345832298353,0
0.9520292787065926,1.034533812701761,0
0.06639208708439483,0.029681766423093423,0
1.0272027935951242,0.9872079360440531,0
1.0826313328087533,-0.058846277033305,1
-0.012248160505134872,0.033118985704289845,0
0.9562035261703583,1.0067752973223467,0
-0.007673422094464597,-0.03550515856339345,0
0.992537209123706,0.9959301650988341,0
0.9990153217649689,0.9689935352332336,0
-0.00889312570441437,-0.008030322757199898,0
0.0006611026922246244,1.0070875088110385,1
1.1212342844948813,0.032983385001338295,1
0.9450753071901298,1.0126063756816917,0
1.023385864419097,0.012970969737936842,1
0.01718104560087858,0.9757200640719982,1
0.0120068127982331,-0.014089993859740746,0
1.0324380669121422,1.0417776837882904,0
1.0580571704236374,-0.024721473907263154,1
0.01465328058160233,0.9582164247236883,1
1.0198084529591185,0.9930118736103,0
-0.04570072792088561,-0.0139737088965151,0
1.0341312488782248,-0.016521172388441287,1
0.03603423797057647,-0.027349114366973324,0
0.006401482777913219,0.035046756844648995,0
0.9741233324698036,1.0360594756659485,0
1.050950237206351,1.0786840699701894,0
0.9823108288194731,0.012941094144057284,1
1.0176545777427433,0.99599379066866,0
-0.010715523185040637,0.02121421866952744,0
0.04526517549805708,0.06079267265688795,0
0.033440188777370754,1.0617343644321793,1
1.0263619918440083,0.9349024663753497,0
0.9945609069559764,-0.03189079141972519,1
0.009203789414575336,0.030480447212480992,0
1.0208230534829348,0.9542263444150743,0
1.0211786129741083,1.0055080483998955,0
1.0113070284899368,-0.03304389727389281,1
1.0449364864808774,0.01221068160976043,1
1.0184465639990807,-0.04703930685765261,1
-0.0494741350616559,1.035033557105972,1
-0.02480003375792517,0.027921281362888756,0
-0.04729272506038534,0.9733698192720349,1
-7.565931352014806e-05,0.9441351830161827,1
1.029622258043851,0.9618519759276826,0
1.0733887050659874,0.022575314219772546,1
0.02493448706312131,0.9826017326817909,1
0.03180104377699379,0.9850224672462712,1
-0.03017591763986611,0.050114726209331516,0
-0.027486908004783976,-0.03380822565994878,0
0.08204693771429777,1.0234264800068953,1
-0.04402476708851685,0.045788948393584564,0
0.9507976745733215,1.0220214998390487,0
0.9904823225699126,0.04621151544352901,1
1.0555511758548108,-0.026453769726120745,1
1.0017467597271357,0.9909474302994558,0
